"Kind","Agent_Id","Queue_Id","Stream_Id","Thread_Id","Dispatch_Id","Kernel_Id","Kernel_Name","Correlation_Id","Start_Timestamp","End_Timestamp","LDS_Block_Size","Scratch_Size","VGPR_Count","Accum_VGPR_Count","SGPR_Count","Workgroup_Size_X","Workgroup_Size_Y","Workgroup_Size_Z","Grid_Size_X","Grid_Size_Y","Grid_Size_Z"
"KERNEL_DISPATCH","Agent 1",1,1,3284548,1,6,"__amd_rocclr_copyBuffer",10,337599412321427,337599412330612,0,0,20,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3284548,2,6,"__amd_rocclr_copyBuffer",16,337599495892516,337599495902590,0,0,20,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3284548,3,6,"__amd_rocclr_copyBuffer",31,337599499692037,337599499700481,0,0,20,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3284548,4,6,"__amd_rocclr_copyBuffer",34,337599499729667,337599499735001,0,0,20,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3284548,5,6,"__amd_rocclr_copyBuffer",37,337599499765817,337599499771002,0,0,20,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3284548,6,6,"__amd_rocclr_copyBuffer",40,337599499798558,337599499804632,0,0,20,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3284548,7,6,"__amd_rocclr_copyBuffer",52,337599524730117,337599524737080,0,0,20,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3284548,8,6,"__amd_rocclr_copyBuffer",67,337599528785052,337599528792460,0,0,20,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3284548,9,6,"__amd_rocclr_copyBuffer",70,337599528820461,337599528824609,0,0,20,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3284548,10,6,"__amd_rocclr_copyBuffer",73,337599528860314,337599528866240,0,0,20,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3284548,11,6,"__amd_rocclr_copyBuffer",76,337599528893648,337599528899722,0,0,20,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3284548,12,6,"__amd_rocclr_copyBuffer",88,337599553968188,337599553976040,0,0,20,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3284548,13,6,"__amd_rocclr_copyBuffer",103,337599557923120,337599557930972,0,0,20,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3284548,14,6,"__amd_rocclr_copyBuffer",106,337599557957936,337599557962084,0,0,20,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3284548,15,6,"__amd_rocclr_copyBuffer",109,337599557990678,337599557995419,0,0,20,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3284548,16,6,"__amd_rocclr_copyBuffer",112,337599558024753,337599558030827,0,0,20,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3284548,17,6,"__amd_rocclr_copyBuffer",124,337599584952515,337599584959627,0,0,20,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3284548,18,6,"__amd_rocclr_copyBuffer",139,337599588697960,337599588705367,0,0,20,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3284548,19,6,"__amd_rocclr_copyBuffer",142,337599588742257,337599588747591,0,0,20,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3284548,20,6,"__amd_rocclr_copyBuffer",145,337599588776036,337599588781073,0,0,20,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3284548,21,6,"__amd_rocclr_copyBuffer",148,337599588807889,337599588815000,0,0,20,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3284548,22,6,"__amd_rocclr_copyBuffer",160,337599612201165,337599612210795,0,0,20,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3284548,23,6,"__amd_rocclr_copyBuffer",175,337599616908860,337599616916564,0,0,20,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3284548,24,6,"__amd_rocclr_copyBuffer",178,337599616944417,337599616949750,0,0,20,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3284548,25,6,"__amd_rocclr_copyBuffer",181,337599616978196,337599616982936,0,0,20,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3284548,26,6,"__amd_rocclr_copyBuffer",184,337599617016271,337599617023086,0,0,20,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3284548,27,6,"__amd_rocclr_copyBuffer",196,337599640225404,337599640232516,0,0,20,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3284548,28,6,"__amd_rocclr_copyBuffer",211,337599643880179,337599643888180,0,0,20,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3284548,29,6,"__amd_rocclr_copyBuffer",214,337599643936181,337599643940477,0,0,20,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3284548,30,6,"__amd_rocclr_copyBuffer",217,337599643970552,337599643976330,0,0,20,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3284548,31,6,"__amd_rocclr_copyBuffer",220,337599644009517,337599644015739,0,0,20,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3284548,32,6,"__amd_rocclr_copyBuffer",232,337599672852447,337599672859854,0,0,20,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3284548,33,6,"__amd_rocclr_copyBuffer",247,337599676475573,337599676484166,0,0,20,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3284548,34,6,"__amd_rocclr_copyBuffer",250,337599676511129,337599676515574,0,0,20,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3284548,35,6,"__amd_rocclr_copyBuffer",253,337599676564613,337599676569502,0,0,20,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3284548,36,6,"__amd_rocclr_copyBuffer",256,337599676598539,337599676604614,0,0,20,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3284548,37,6,"__amd_rocclr_copyBuffer",268,337599699494776,337599699501887,0,0,20,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3284548,38,6,"__amd_rocclr_copyBuffer",283,337599703297704,337599703305408,0,0,20,0,32,512,1,1,1024,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3284548,39,6,"__amd_rocclr_copyBuffer",286,337599703332964,337599703337408,0,0,20,0,32,512,1,1,512,1,1
