"Kind","Operation","Agent_Id","Allocation_Size","Address","Correlation_Id","Start_Timestamp","End_Timestamp"
"MEMORY_ALLOCATION","MEMORY_ALLOCATION_ALLOCATE","Agent 0",4194304,"0x00007b8e0c200000",1,337335112181001,337335114715184
"MEMORY_ALLOCATION","MEMORY_ALLOCATION_ALLOCATE","Agent 0",56,"0x00007b8e8f616000",1,337335114856916,337335114918007
"MEMORY_ALLOCATION","MEMORY_ALLOCATION_ALLOCATE","Agent 1",599126016,"0x00007b8c59e00000",8,337335263352973,337335263494525
"MEMORY_ALLOCATION","MEMORY_ALLOCATION_ALLOCATE","Agent 0",4194304,"0x00007b8daa000000",10,337335272568194,337335275214719
"MEMORY_ALLOCATION","MEMORY_ALLOCATION_ALLOCATE","Agent 0",16777216,"0x00007b8da8e00000",10,337335291798918,337335302022662
"MEMORY_ALLOCATION","MEMORY_ALLOCATION_ALLOCATE","Agent 0",136192,"0x00007b8e7c6c0000",609,337335496312663,337335498381970
"MEMORY_ALLOCATION","MEMORY_ALLOCATION_ALLOCATE","Agent 1",46137344,"0x00007b8ca1000000",612,337335498538682,337335498708954
"MEMORY_ALLOCATION","MEMORY_ALLOCATION_ALLOCATE","Agent 0",4194304,"0x00007b8c9d200000",617,337335504695963,337335507387379
"MEMORY_ALLOCATION","MEMORY_ALLOCATION_ALLOCATE","Agent 0",16777216,"0x00007b8c9c000000",617,337335507575781,337335517857256
"MEMORY_ALLOCATION","MEMORY_ALLOCATION_ALLOCATE","Agent 1",69730304,"0x00007b8c97a00000",621,337335518828289,337335519067452
"MEMORY_ALLOCATION","MEMORY_ALLOCATION_ALLOCATE","Agent 0",8402944,"0x00007b8c97000000",622,337335519081592,337335524200240
"MEMORY_ALLOCATION","MEMORY_ALLOCATION_ALLOCATE","Agent 1",33554432,"0x00007b8c94e00000",627,337335524724057,337335524892119
"MEMORY_ALLOCATION","MEMORY_ALLOCATION_ALLOCATE","Agent 1",1248512,"0x00007b8c94a00000",634,337335527484963,337335527574275
"MEMORY_ALLOCATION","MEMORY_ALLOCATION_ALLOCATE","Agent 1",8808192,"0x00007b8c93a00000",672,337335574043507,337335574219409
"MEMORY_ALLOCATION","MEMORY_ALLOCATION_ALLOCATE","Agent 0",4194304,"0x00007b8c8ba00000",11845,337336009693764,337336014801341
"MEMORY_ALLOCATION","MEMORY_ALLOCATION_ALLOCATE","Agent 0",16777216,"0x00007b8c8a800000",11845,337336014986134,337336026047179
