"Kind","Agent_Id","Queue_Id","Stream_Id","Thread_Id","Dispatch_Id","Kernel_Id","Kernel_Name","Correlation_Id","Start_Timestamp","End_Timestamp","LDS_Block_Size","Scratch_Size","VGPR_Count","Accum_VGPR_Count","SGPR_Count","Workgroup_Size_X","Workgroup_Size_Y","Workgroup_Size_Z","Grid_Size_X","Grid_Size_Y","Grid_Size_Z"
"KERNEL_DISPATCH","Agent 1",1,1,3282394,1,8,"__amd_rocclr_copyBuffer",10,337449409209601,337449409217897,0,0,20,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3282394,2,8,"__amd_rocclr_copyBuffer",16,337449431805744,337449431815078,0,0,20,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3282394,3,8,"__amd_rocclr_copyBuffer",31,337449433207420,337449433215124,0,0,20,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3282394,4,8,"__amd_rocclr_copyBuffer",43,337449437252737,337449437259552,0,0,20,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3282394,5,8,"__amd_rocclr_copyBuffer",58,337449438603151,337449438610855,0,0,20,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3282394,6,8,"__amd_rocclr_copyBuffer",70,337449442614541,337449442621505,0,0,20,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3282394,7,8,"__amd_rocclr_copyBuffer",85,337449444236224,337449444242891,0,0,20,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3282394,8,8,"__amd_rocclr_copyBuffer",97,337449448956082,337449448963193,0,0,20,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3282394,9,8,"__amd_rocclr_copyBuffer",112,337449450616876,337449450623988,0,0,20,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3282394,10,8,"__amd_rocclr_copyBuffer",124,337449455930087,337449455935865,0,0,20,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3282394,11,8,"__amd_rocclr_copyBuffer",139,337449457573696,337449457581993,0,0,20,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3282394,12,8,"__amd_rocclr_copyBuffer",151,337449462996836,337449463002762,0,0,20,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3282394,13,8,"__amd_rocclr_copyBuffer",166,337449464733064,337449464740472,0,0,20,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3282394,14,8,"__amd_rocclr_copyBuffer",178,337449470154859,337449470160934,0,0,20,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3282394,15,8,"__amd_rocclr_copyBuffer",193,337449471777724,337449471784390,0,0,20,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3282394,16,8,"__amd_rocclr_copyBuffer",205,337449477241742,337449477248261,0,0,20,0,32,512,1,1,512,1,1
"KERNEL_DISPATCH","Agent 1",1,1,3282394,17,8,"__amd_rocclr_copyBuffer",220,337449478814531,337449478821050,0,0,20,0,32,512,1,1,512,1,1
