"Domain","Function","Process_Id","Thread_Id","Correlation_Id","Start_Timestamp","End_Timestamp"
"HIP_RUNTIME_API_EXT","hipGetDeviceCount",3282378,3282378,1,337449167931200,337449201615067
"HIP_RUNTIME_API_EXT","hipGetDevicePropertiesR0600",3282378,3282378,2,337449201654488,337449201664788
"HIP_RUNTIME_API_EXT","hipGetDevicePropertiesR0600",3282378,3282378,3,337449201674118,337449201674698
"HIP_RUNTIME_API_EXT","hipDriverGetVersion",3282378,3282378,4,337449201690618,337449201691648
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,5,337449215903730,337449215932411
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,6,337449367794567,337449367797237
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,7,337449367801077,337449367801267
"HIP_RUNTIME_API_EXT","hipMalloc",3282378,3282394,8,337449367812247,337449367982259
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,9,337449368134031,337449368134451
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,10,337449368171802,337449409189858
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,11,337449409216768,337449409253039
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,12,337449409283039,337449409284149
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,13,337449409287069,337449431697730
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,14,337449431708070,337449431717410
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,15,337449431738150,337449431739120
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,16,337449431741800,337449431775861
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,17,337449431777721,337449431832551
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,18,337449431839952,337449431840242
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,19,337449431841632,337449432382068
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,20,337449432384628,337449432387128
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,21,337449432393338,337449432393618
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,22,337449432394948,337449432445649
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,23,337449432446989,337449432508930
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,24,337449432515610,337449432515870
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,25,337449432522470,337449432570370
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,26,337449432571850,337449432633011
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,27,337449432639891,337449432640171
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,28,337449432641491,337449433162088
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,29,337449433165058,337449433167828
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,30,337449433174678,337449433174968
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,31,337449433176208,337449433188468
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,32,337449433189708,337449433224848
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,33,337449433229768,337449433230038
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,34,337449433231228,337449434545514
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,35,337449434548484,337449434551255
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,36,337449434557925,337449434558215
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,37,337449434559425,337449435867570
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,38,337449435870750,337449435873300
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,39,337449435879780,337449435880060
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,40,337449435881280,337449437200416
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,41,337449437204446,337449437207646
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,42,337449437215377,337449437215647
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,43,337449437216927,337449437233967
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,44,337449437235217,337449437269547
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,45,337449437274567,337449437274837
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,46,337449437276077,337449437813094
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,47,337449437815804,337449437818554
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,48,337449437829064,337449437829364
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,49,337449437830634,337449437878165
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,50,337449437879555,337449437940435
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,51,337449437946905,337449437947165
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,52,337449437948426,337449437996656
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,53,337449437998316,337449438056087
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,54,337449438063067,337449438063317
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,55,337449438064677,337449438569743
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,56,337449438572343,337449438574853
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,57,337449438580833,337449438581103
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,58,337449438582283,337449438593103
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,59,337449438594323,337449438620674
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,60,337449438625784,337449438626044
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,61,337449438627234,337449439948729
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,62,337449439951590,337449439954390
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,63,337449439961200,337449439961500
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,64,337449439962680,337449441263475
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,65,337449441267046,337449441269736
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,66,337449441275886,337449441276166
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,67,337449441277466,337449442570761
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,68,337449442573561,337449442576221
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,69,337449442583882,337449442584162
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,70,337449442585382,337449442596262
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,71,337449442602722,337449442631192
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,72,337449442637452,337449442637702
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,73,337449442638972,337449443309220
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,74,337449443311970,337449443314510
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,75,337449443321131,337449443321391
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,76,337449443322601,337449443379861
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,77,337449443381721,337449443440922
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,78,337449443448432,337449443448702
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,79,337449443449952,337449443496333
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,80,337449443497773,337449443558043
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,81,337449443564774,337449443565024
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,82,337449443566294,337449444193001
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,83,337449444195581,337449444198251
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,84,337449444204921,337449444205181
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,85,337449444206431,337449444217391
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,86,337449444218591,337449444253062
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,87,337449444257982,337449444258222
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,88,337449444259672,337449445803610
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,89,337449445806590,337449445809320
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,90,337449445816241,337449445816541
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,91,337449445817791,337449447359719
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,92,337449447363349,337449447366599
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,93,337449447374580,337449447375000
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,94,337449447376300,337449448908098
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,95,337449448914568,337449448917158
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,96,337449448924138,337449448924408
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,97,337449448925568,337449448937298
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,98,337449448938498,337449448972349
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,99,337449448976899,337449448977089
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,100,337449448978259,337449449662607
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,101,337449449664767,337449449667017
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,102,337449449673257,337449449673507
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,103,337449449674637,337449449721978
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,104,337449449723488,337449449783369
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,105,337449449789059,337449449789289
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,106,337449449790409,337449449838179
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,107,337449449839559,337449449899660
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,108,337449449905490,337449449905690
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,109,337449449906940,337449450573018
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,110,337449450575088,337449450577168
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,111,337449450583128,337449450583398
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,112,337449450584578,337449450606949
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,113,337449450608429,337449450633769
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,114,337449450638209,337449450638439
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,115,337449450639559,337449452396560
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,116,337449452399140,337449452401380
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,117,337449452407990,337449452408250
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,118,337449452412980,337449454162231
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,119,337449454164571,337449454166832
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,120,337449454173182,337449454173432
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,121,337449454174632,337449455889303
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,122,337449455891633,337449455893813
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,123,337449455899843,337449455900103
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,124,337449455901273,337449455911613
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,125,337449455912763,337449455945083
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,126,337449455949433,337449455949623
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,127,337449455950733,337449456630282
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,128,337449456633062,337449456635482
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,129,337449456642612,337449456642902
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,130,337449456644152,337449456690972
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,131,337449456692372,337449456752423
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,132,337449456758283,337449456758523
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,133,337449456759593,337449456807084
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,134,337449456808504,337449456869064
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,135,337449456874995,337449456875195
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,136,337449456876475,337449457541012
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,137,337449457543092,337449457545162
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,138,337449457551033,337449457551283
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,139,337449457552393,337449457563543
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,140,337449457564923,337449457591853
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,141,337449457602243,337449457602483
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,142,337449457603643,337449459371505
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,143,337449459377025,337449459380825
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,144,337449459391345,337449459391805
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,145,337449459393805,337449461158816
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,146,337449461161576,337449461164386
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,147,337449461171176,337449461171486
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,148,337449461172716,337449462928537
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,149,337449462935548,337449462940938
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,150,337449462953218,337449462953648
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,151,337449462955208,337449462978328
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,152,337449462979548,337449463012189
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,153,337449463017059,337449463017259
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,154,337449463018439,337449463723697
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,155,337449463727717,337449463731707
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,156,337449463740537,337449463740997
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,157,337449463742317,337449463790768
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,158,337449463792218,337449463851979
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,159,337449463857899,337449463858119
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,160,337449463859219,337449463925200
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,161,337449463927000,337449463986490
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,162,337449463992800,337449463993030
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,163,337449463994230,337449464676969
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,164,337449464683379,337449464685779
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,165,337449464692399,337449464692709
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,166,337449464693969,337449464711389
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,167,337449464712549,337449464750660
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,168,337449464755010,337449464755180
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,169,337449464756230,337449466527771
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,170,337449466530271,337449466532721
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,171,337449466540411,337449466540681
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,172,337449466541851,337449468345303
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,173,337449468348993,337449468352483
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,174,337449468361053,337449468361593
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,175,337449468362893,337449470113145
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,176,337449470115465,337449470117695
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,177,337449470122915,337449470123155
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,178,337449470124325,337449470137055
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,179,337449470138175,337449470170605
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,180,337449470174955,337449470175145
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,181,337449470176345,337449470848413
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,182,337449470850483,337449470852493
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,183,337449470857543,337449470857773
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,184,337449470858903,337449470903404
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,185,337449470904784,337449470961605
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,186,337449470966095,337449470966295
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,187,337449470967415,337449471016395
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,188,337449471023735,337449471078956
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,189,337449471083846,337449471084146
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,190,337449471085486,337449471744124
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,191,337449471746994,337449471749294
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,192,337449471755074,337449471755344
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,193,337449471756754,337449471768214
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,194,337449471769384,337449471794585
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,195,337449471798775,337449471798965
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,196,337449471800005,337449473580707
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,197,337449473584007,337449473586537
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,198,337449473592297,337449473592657
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,199,337449473593847,337449475367068
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,200,337449475371648,337449475375858
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,201,337449475383988,337449475384598
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,202,337449475386348,337449477182870
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,203,337449477186860,337449477189840
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,204,337449477197140,337449477197570
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,205,337449477198770,337449477224261
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,206,337449477225531,337449477258201
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,207,337449477264771,337449477265091
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,208,337449477266521,337449477872078
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,209,337449477874768,337449477877238
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,210,337449477883049,337449477883289
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,211,337449477892679,337449477944139
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,212,337449477945709,337449478029940
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,213,337449478040630,337449478041260
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,214,337449478042820,337449478100861
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,215,337449478102421,337449478168312
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,216,337449478173542,337449478173742
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,217,337449478175002,337449478778379
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,218,337449478780339,337449478782570
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,219,337449478787500,337449478787730
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,220,337449478788830,337449478804940
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,221,337449478806110,337449478831560
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,222,337449478835760,337449478835930
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,223,337449478836970,337449480360328
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,224,337449480364058,337449480367228
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,225,337449480373938,337449480374428
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,226,337449480375768,337449482142640
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,227,337449482145700,337449482148360
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,228,337449482154890,337449482155240
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,229,337449482156550,337449483636838
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,230,337449483639078,337449483641418
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,231,337449483647078,337449483647318
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,232,337449483648508,337449483667698
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,233,337449483668818,337449483704589
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,234,337449483715859,337449483716079
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,235,337449483717189,337449484324156
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,236,337449484326086,337449484328386
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,237,337449484333346,337449484333596
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,238,337449484334756,337449484382667
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,239,337449484384057,337449484448328
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,240,337449484453548,337449484453748
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,241,337449484454898,337449484503908
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,242,337449484505168,337449484567349
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,243,337449484572119,337449484572309
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,244,337449484573559,337449485181187
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,245,337449485184837,337449485188217
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,246,337449485196967,337449485197257
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,247,337449485198997,337449485228377
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,248,337449485230567,337449485266448
"HIP_RUNTIME_API_EXT","hipGetDevice",3282378,3282394,249,337449485274358,337449485274708
"HIP_RUNTIME_API_EXT","hipMemcpyAsync",3282378,3282394,250,337449485276128,337449486914478
"HIP_RUNTIME_API_EXT","hipStreamSynchronize",3282378,3282394,251,337449486922558,337449486929908
